"","word","POS","logfreq","nmorph","ico","fun"
"1","the","Article",6.1766436197553,"1",0.428571429,NA
"2","you","Pronoun",6.32933969831097,"1",-0.4,NA
"3","to","To",6.06317229855216,"1",-0.416666667,NA
"4","a","Article",6.01752581716572,"1",0.461538462,NA
"5","and","Conjunction",5.8342814273373,"1",0.5625,NA
"6","it","Pronoun",5.98394771743588,"1",1,NA
"7","of","Preposition",5.77117577156368,"1",0.230769231,NA
"8","that","Determiner",5.8571382268439,"1",-0.0625,NA
"9","in","Preposition",5.69761724386273,"1",1.461538462,NA
"10","is","Verb",5.662440491974,"1",-0.142857143,NA
"11","we","Pronoun",5.66238757947146,"1",1.428571429,NA
"12","this","Determiner",5.60950476671516,"1",0.133333333,NA
"13","for","Preposition",5.54611185676681,"1",-1.4,NA
"14","me","Pronoun",5.67333429747687,"1",0.6,NA
"15","he","Pronoun",5.59050523199268,"1",1.058823529,NA
"16","my","Pronoun",5.53769319436739,"1",1.5,NA
"17","have","Verb",5.49725179166937,"1",-0.266666667,NA
"18","your","Pronoun",5.516820843548,"1",0,NA
"19","was","Verb",5.45998320887664,"1",-0.833333333,NA
"20","on","Preposition",5.54991383445688,"1",0.916666667,NA
"21","be","Verb",5.46699507375075,"1",0.384615385,NA
"22","with","Preposition",5.41071988585366,"1",1.166666667,NA
"23","but","Conjunction",5.35274577042982,"1",0,NA
"24","what","Determiner",5.70067430178157,"1",0.142857143,NA
"25","not","Not",5.44196834892386,"1",1.384615385,NA
"26","do","Verb",5.49542777003036,"1",0.846153846,2.09375
"27","are","Verb",5.42434741987193,"1",-0.9,NA
"28","so","Adverb",5.335363609435,"1",0.909090909,NA
"29","they","Pronoun",5.32066754214173,"1",0.454545455,NA
"30","all","Determiner",5.42037827819445,"1",-0.1,NA
"31","know","Verb",5.46505700838056,"1",0.769230769230769,1.892857143
"32","if","Conjunction",5.2567441972168,"1",0.636363636,NA
"33","there","Ex",5.34587342082813,"1",0.461538462,NA
"34","like","Preposition",5.30951945079936,"1",-0.333333333,2.431818182
"35","she","Pronoun",5.27961676006402,"1",0.714285714,NA
"36","get","Verb",5.36879435016141,"1",-0.583333333,NA
"37","here","Adverb",5.36321510537994,"1",-0.2,NA
"38","no","Interjection",5.48365860383744,"1",2.8125,NA
"39","out","Adverb",5.29475712806123,"1",0.923076923,NA
"40","one","Number",5.19502742193737,"1",1.84615384615385,2.055555556
"41","at","Preposition",5.2150371190435,"1",-0.166666667,NA
"42","him","Pronoun",5.24971431070596,"1",0.583333333,NA
"43","her","Pronoun",5.16025238056781,"1",0.7,NA
"44","now","Adverb",5.21307659793577,"1",1.461538462,NA
"45","about","Preposition",5.26765739705392,"1",-0.1,NA
"46","will","Verb",5.03465652646032,"1",0.214285714,2.042553191
"47","up","Adverb",5.27223856066483,"1",1.333333333,NA
"48","go","Verb",5.2865597539803,"1",1.454545455,1.966666667
"49","his","Pronoun",5.03488903532673,"1",0.588235294,NA
"50","want","Verb",5.14835274020704,"1",-0.214285714285714,1.970588235
"51","when","Conjunction",5.01594624365757,"1",-1.125,NA
"52","think","Verb",5.13755032256453,"1",0.363636364,2.142857143
"53","right","Adverb",5.31054250421518,"1",0.916666666666667,2.366666667
"54","how","Adverb",5.19275696284819,"1",0.461538462,NA
"55","who","Pronoun",5.05450197739055,"1",1.375,NA
"56","see","Verb",5.11525760806122,"1",1.272727273,2.119047619
"57","time","Noun",4.99952636083446,"1",-0.7,NA
"58","would","Verb",4.95502835359007,"1",-2.1,NA
"59","were","Verb",4.92842145848778,"1",0.6,NA
"60","us","Pronoun",4.93691065900963,"1",-0.769230769,NA
"61","them","Pronoun",4.95770782871912,"1",-0.692307692,NA
"62","come","Verb",5.20463811249644,"1",0.214285714285714,2.444444444
"63","did","Verb",5.07704433532984,"1",0.466666667,NA
"64","back","Adverb",5.0105882596042,"1",0.4,2
"65","then","Adverb",4.8806249760927,"1",0.1875,NA
"66","our","Pronoun",4.85385632943898,"1",-0.909090909,NA
"67","why","Adverb",5.05951797930999,"1",0.769230769,NA
"68","some","Determiner",4.94492660998622,"1",0.5,NA
"69","let","Verb",5.09125180580036,"1",NA,2.052631579
"70","could","Verb",4.91965328231036,"1",-1.454545455,NA
"71","by","Preposition",4.83483381813589,"1",0.272727273,NA
"72","take","Verb",4.9842752143755,"1",1.2,2
"73","man","Noun",4.97374651338917,"1",0.647058824,2.095238095
"74","good","Adjective",5.12423678404063,"1",0.928571429,2.236842105
"75","look","Verb",4.99700172804132,"1",1.818181818,2.323529412
"76","because","Conjunction",4.73737554874525,"1",0.214285714,NA
"77","say","Verb",4.92236209678479,"1",0.8,2.27027027
"78","people","Noun",4.75014568853813,"1",0.6,2.194444444
"79","need","Verb",4.81981364077479,"1",NA,1.9
"80","an","Article",4.97805263012357,"1",-0.642857143,NA
"81","where","Adverb",4.97007710209508,"1",-0.818181818,NA
"82","make","Verb",4.8498860142634,"1",0.642857143,1.857142857
"83","more","Determiner",4.82104819762939,"1",1.125,NA
"84","too","Adverb",4.8447939274251,"1",1,NA
"85","over","Adverb",4.82923299314807,"1",0.8,NA
"86","little","Adjective",4.86786212167258,"1",1.15,2.290322581
"87","any","Determiner",4.74872281045279,"1",-0.3125,NA
"88","off","Adverb",4.77927895066068,"1",1.9,NA
"89","down","Adverb",4.88084216334635,"1",0.569930069884615,NA
"90","give","Verb",4.77495468908014,"1",1.272727273,1.90625
"91","these","Determiner",4.66374802635839,"1",-0.214285714,NA
"92","first","Number",4.63215348351063,"1",1.3,NA
"93","two","Number",4.73547913286875,"1",1,NA
"94","mean","Verb",4.80239055645274,"1",NA,1.84375
"95","love","Verb",4.75484504348212,"1",1.125,2.325
"96","life","Noun",4.60884682232641,"1",0.333333333333333,2.419354839
"97","thing","Noun",4.74447292373366,"1",NA,2.333333333
"98","am","Verb",4.75157931021467,"1",0.583333333,NA
"99","find","Verb",4.62716095237478,"1",0,2.205882353
"100","much","Determiner",4.69580552538879,"1",0.416666667,NA
"101","their","Pronoun",4.5239284682734,"1",-1,NA
"102","after","Preposition",4.54174145009573,"1",0.75,NA
"103","work","Verb",4.60959440922522,"1",1.71428571428571,1.909090909
"104","those","Determiner",4.58438776944695,"1",0.272727273,NA
"105","must","Verb",4.55220569567072,"1",1.5,2.636363636
"106","day","Noun",4.61165959265179,"1",-0.153846154,2.214285714
"107","put","Verb",4.62584727111781,"1",1.230769231,2.054054054
"108","thought","Verb",4.61524493402638,"1",NA,2.25
"109","yes","Interjection",5.00790133239693,"1",2.25,NA
"110","please","Adverb",4.74934976059748,"1",0.6,NA
"111","call","Verb",4.64278097492916,"1",0.416666666666667,2
"112","home","Adverb",4.596509128342,"1",2,2
"113","help","Verb",4.67189452356435,"1",1.533333333,1.810810811
"114","talk","Verb",4.63954625045235,"1",0.214285714,NA
"115","keep","Verb",4.55445281584865,"1",NA,2.147058824
"116","other","Adjective",4.57410074928645,"1",-0.083333333,NA
"117","money","Noun",4.51428204786038,"1",-0.6,2.25
"118","around","Adverb",4.5748874310351,"1",0.6,NA
"119","long","Adverb",4.5369874751306,"1",0.090909091,NA
"120","guy","Noun",4.58988260986373,"1",NA,2.46875
"121","new","Adjective",4.56719110788338,"1",-0.285714286,NA
"122","which","Determiner",4.38632057389405,"1",0.090909091,NA
"123","father","Noun",4.45147940512486,"1",2,2.444444444
"124","away","Adverb",4.57144095368539,"1",0.75,NA
"125","better","Adverb",4.60740140330202,"1",-0.1,NA
"126","feel","Verb",4.50501424008411,"1",1.25,1.851851852
"127","kind","Noun",4.47894147175799,"1",-0.357142857142857,2.56
"128","old","Adjective",4.49215950205671,"1",1.266666667,2.047619048
"129","house","Noun",4.41854986204974,"1",0.454545455,2.058823529
"130","leave","Verb",4.45632047537437,"1",0.615384615384615,1.869565217
"131","name","Noun",4.51502561203207,"1",0.0714285714285714,1.955555556
"132","left","Verb",4.39283759266566,"1",0.454545454545455,NA
"133","big","Adjective",4.541891125096,"1",1.090909091,NA
"134","girl","Noun",4.45353237612511,"1",0.636363636,2.647058824
"135","great","Adjective",4.62185109554431,"1",NA,2.485714286
"136","night","Noun",4.64511756680654,"1",1.090909091,1.916666667
"137","another","Determiner",4.41448867223695,"1",0.117647059,NA
"138","may","Verb",4.41632423913641,"1",NA,2.115384615
"139","last","Number",4.56677913634119,"1",0.615384615,NA
"140","own","Determiner",4.36958689073634,"1",0.428571428571429,NA
"141","sorry","Adjective",4.77500572807847,"1",0.153846153846154,NA
"142","mother","Noun",4.3887581878491,"1",0.307692307692308,2.189189189
"143","same","Determiner",4.32791039358105,"1",0,NA
"144","stop","Verb",4.55717022229851,"1",2.5,NA
"145","every","Article",4.44728209775698,"1",0.25,NA
"146","sir","Noun",4.69186799355148,"1",NA,2.5
"147","show","Verb",4.3963214207558,"1",0.846153846,NA
"148","woman","Noun",4.34570692127843,"1",-1.2,2.536585366
"149","god","Name",4.66334279099049,"1",0.230769230769231,2.172413793
"150","stay","Verb",4.41993923507764,"1",0.833333333,1.916666667
"151","kill","Verb",4.36327343669046,"1",1.69230769230769,1.428571429
"152","try","Verb",4.3858742739042,"1",-0.294117647,2.05
"153","dad","Noun",4.41281321596387,"1",1.5,2
"154","saw","Verb",4.31234663903085,"1",1.73333333333333,2.068965517
"155","family","Noun",4.25691008188936,"1",0.416666666666667,NA
"156","car","Noun",4.39158782350995,"1",0.466666667,NA
"157","many","Determiner",4.26320984857275,"1",0.0769230769230769,NA
"158","bad","Adjective",4.44412289941292,"1",0.5625,1.771428571
"159","real","Adjective",4.35380086513886,"1",0.923076923076923,NA
"160","head","Noun",4.27756337605592,"1",0.6875,2.35
"161","hear","Verb",4.45215458571466,"1",0.066666667,NA
"162","use","Verb",4.24395530197874,"1",1,2
"163","job","Noun",4.32354084609801,"1",0.307692307692308,1.888888889
"164","live","Verb",4.24489533369186,"1",0.416666666666667,NA
"165","dead","Adjective",4.35981651710126,"1",1.30769230769231,1.511111111
"166","nice","Adjective",4.52016899752378,"1",0.8125,NA
"167","friend","Noun",4.33010925459283,"1",0.818181818,2.677419355
"168","cause","Noun",4.19901427093462,"1",-0.0909090909090909,2.235294118
"169","listen","Verb",4.4438104011214,"1",0.75,2.379310345
"170","three","Number",4.44177366280518,"1",1.61538461538462,NA
"171","wait","Verb",4.62679188098321,"1",-0.5,1.833333333
"172","boy","Noun",4.43171748964601,"1",1.7,2.594594595
"173","bring","Verb",4.2223522392478,"1",0.133333333,NA
"174","mind","Noun",4.39297818654254,"1",0.714285714285714,2.233333333
"175","room","Noun",4.3505581179417,"1",0.058823529,1.921052632
"176","end","Noun",4.13225968953104,"1",NA,2.083333333
"177","start","Verb",4.2391993420543,"1",-0.181818181818182,2.055555556
"178","wife","Noun",4.25032239707601,"1",0.333333333333333,2.071428571
"179","knew","Verb",4.27457346419647,"1",0.25,NA
"180","whole","Adjective",4.29360560319282,"1",-0.769230769230769,2
"181","hard","Adjective",4.19592731359722,"1",3.692307692,NA
"182","wrong","Adjective",4.42616954703533,"1",1.42857142857143,NA
"183","mom","Noun",4.34145430975306,"1",NA,2.222222222
"184","face","Noun",4.16873312893408,"1",0.272727273,NA
"185","baby","Noun",4.41462242992252,"1",2.230769231,2.555555556
"186","brother","Noun",4.16082854314455,"1",0.4,2.15625
"187","pretty","Adverb",4.30111684587563,"1",2,2.238095238
"188","haven","Noun",4.27519614178562,"1",NA,2.391304348
"189","case","Noun",4.15848311269925,"1",-0.416666666666667,1.9
"190","meet","Verb",4.25447556780387,"1",-0.615384615384615,2.666666667
"191","person","Noun",4.03574983731966,"1",-0.2,2.189189189
"192","guess","Verb",4.36462602895504,"1",NA,2.129032258
"193","play","Verb",4.25724646490737,"1",1.083333333,2.675675676
"194","morning","Noun",4.35005409357903,"1",-1.8,2.5
"195","course","Adverb",4.39530891607859,"1",0.4,NA
"196","hand","Noun",4.15421088220697,"1",0.388888889,2.153846154
"197","tomorrow","Adverb",4.23388410876589,"1",1.7,NA
"198","hope","Verb",4.21359743674736,"1",1.125,2.372093023
"199","run","Verb",4.25234322438009,"1",0.909090909,NA
"200","part","Noun",4.12509071308263,"1",NA,1.870967742
"201","happy","Adjective",4.23029561391705,"1",2.076923077,NA
"202","turn","Verb",4.19398676308569,"1",0,2.206896552
"203","idea","Noun",4.26273577966649,"1",NA,2.024390244
"204","alone","Adjective",4.19689434691128,"1",1.23076923076923,NA
"205","stuff","Noun",4.19462532948386,"1",NA,2.371428571
"206","die","Verb",4.12447161891949,"1",0.333333333333333,1.666666667
"207","move","Verb",4.32890940487119,"1",0.3,2.025
"208","miss","Noun",4.37750659240663,"1",1.92307692307692,2.275862069
"209","heart","Noun",4.09530886138538,"1",0.928571428571429,2.090909091
"210","ready","Adjective",4.29620433046337,"1",NA,2.314285714
"211","school","Noun",4.23019337886905,"1",-0.214285714,2.04
"212","business","Noun",4.21410173597323,"1",-1,2.068965517
"213","death","Noun",4.04344087624447,"1",0.785714285714286,1.323529412
"214","hell","Noun",4.38044642086736,"1",1,NA
"215","fine","Adjective",4.48434255473609,"1",-0.461538462,2.263157895
"216","matter","Noun",4.27648478210938,"1",-0.5,2.37037037
"217","eat","Verb",4.10880172412203,"1",0.647058824,NA
"218","open","Verb",4.21330520616279,"1",1.1,2.051282051
"219","shit","Noun",4.38395891067911,"1",NA,3.153846154
"220","young","Adjective",4.09352674369967,"1",0.333333333333333,2.382352941
"221","able","Adjective",3.9114772171061,"1",0.466666666666667,NA
"222","change","Verb",4.08845504504417,"1",NA,2.323529412
"223","kid","Noun",4.2380461031288,"1",1.45454545454545,2.78125
"224","body","Noun",3.99882581904029,"1",-0.5,2.37037037
"225","under","Preposition",4.12577394985089,"1",1.176470588,NA
"226","hit","Verb",4.14693383456276,"1",1,2
"227","year","Noun",4.15152306756494,"1",-0.461538461538462,1.870967742
"228","hold","Verb",4.34779821532482,"1",0.846153846,2.441176471
"229","care","Verb",4.39355765566329,"1",NA,2.088235294
"230","watch","Verb",4.22613572247364,"1",1.15384615384615,2.032258065
"231","set","Verb",4.07210277888518,"1",NA,2.142857143
"232","problem","Noun",4.22618732283988,"1",0.714285714285714,1.878787879
"233","water","Noun",4.05990405588441,"1",0.75,2.14
"234","doctor","Noun",4.12910958622073,"1",1.6,2.1
"235","police","Noun",4.08080680433436,"1",0.058823529,1.731707317
"236","story","Noun",4.05157695847254,"1",0.454545455,2.125
"237","point","Noun",4.0814913285257,"1",NA,2.341463415
"238","fight","Verb",4.01097801217474,"1",0.363636363636364,2.090909091
"239","second","Noun",4.16178711874552,"1",0.230769230769231,2.233333333
"240","far","Adverb",4.05153839051533,"1",-0.642857142857143,NA
"241","husband","Noun",3.9972115828325,"1",0,2.038461538
"242","rest","Noun",4.03590979845661,"1",NA,2.458333333
"243","check","Verb",4.15317437937153,"1",NA,2
"244","word","Noun",4.07968762761134,"1",NA,2.09375
"245","close","Adjective",4.04890770148377,"1",-0.125,2.3
"246","door","Noun",4.17306966363727,"1",1.272727273,2.035714286
"247","reason","Noun",3.99383286661399,"1",NA,2.083333333
"248","child","Noun",3.90531006211609,"1",0.933333333,2.529411765
"249","wish","Verb",4.07889161984022,"1",2.181818182,2.65625
"250","moment","Noun",3.9795483747041,"1",0.0833333333333333,2.125
"251","sister","Noun",3.96416531062174,"1",0.533333333,2.4375
"252","shot","Noun",4.06445798922692,"1",2.90909090909091,2.206896552
"253","cut","Verb",4.06889055425794,"1",0.705882353,2.060606061
"254","number","Noun",4.08951654422482,"1",-0.3,1.965517241
"255","couple","Noun",4.05671432951639,"1",NA,2.263157895
"256","afraid","Adjective",4.10147211700024,"1",1.33333333333333,NA
"257","behind","Preposition",3.98145616652213,"1",1.545454545,NA
"258","town","Noun",4.10191883368042,"1",NA,1.8
"259","drink","Noun",4.10099052306996,"1",1,NA
"260","read","Verb",4.09001102400715,"1",0.090909091,2.393939394
"261","office","Noun",4.01703333929878,"1",NA,1.96
"262","buy","Verb",3.99189030393602,"1",-0.083333333,2.047619048
"263","party","Noun",4.07521837911154,"1",1.923076923,3.033333333
"264","sleep","Verb",4.06543031862037,"1",0.769230769,2.296296296
"265","game","Noun",4.07653121925381,"1",0.066666667,2.590909091
"266","mine","Pronoun",4.10724389757897,"1",1.5,NA
"267","shall","Verb",3.97506399609524,"1",-0.571428571428571,NA
"268","break","Verb",4.05215506719956,"1",2.9,2.034482759
"269","country","Noun",3.91671707759881,"1",-0.529411765,NA
"270","stand","Verb",4.06209289263017,"1",1.5,NA
"271","free","Adjective",3.95688845465008,"1",0.769230769230769,NA
"272","fact","Noun",3.94458136422693,"1",1.5,1.933333333
"273","war","Noun",3.95002390652333,"1",-0.230769230769231,1.342105263
"274","fire","Noun",4.04103720786703,"1",1.46153846153846,2.027777778
"275","city","Noun",3.93575910374531,"1",-0.285714285714286,2.0625
"276","phone","Noun",4.13852373727916,"1",0.0833333333333333,NA
"277","truth","Noun",3.99131469817661,"1",1.5,2.230769231
"278","fuck","Verb",4.28573729014665,"1",NA,3.733333333
"279","hurt","Verb",4.09916249292859,"1",0.9,1.511111111
"280","power","Noun",3.88087073253242,"1",NA,2.696969697
"281","side","Noun",4.01063911673663,"1",NA,2.142857143
"282","save","Verb",3.91797788259291,"1",NA,2.184210526
"283","trouble","Noun",4.05698103666811,"1",-0.5,1.96969697
"284","full","Adjective",3.93008263339237,"1",1.785714286,2.222222222
"285","walk","Verb",4.04178731897175,"1",0.727272727,2.322580645
"286","blood","Noun",3.97740348087343,"1",0.333333333333333,1.7
"287","line","Noun",4.02185057743432,"1",NA,2.055555556
"288","fun","Noun",4.07957916697013,"1",0.833333333333333,3.355555556
"289","food","Noun",3.89636084546932,"1",1.071428571,2.181818182
"290","order","Noun",3.90232930585832,"1",1.14285714285714,2.236842105
"291","bed","Noun",3.97973043066229,"1",0.416666667,2.2
"292","deal","Noun",4.12486272842306,"1",-0.538461538461538,2.111111111
"293","four","Number",4.11547737418647,"1",-0.307692307692308,2.333333333
"294","light","Noun",3.92562145479083,"1",0.9,NA
"295","team","Noun",3.87673729714066,"1",0.307692307692308,2.135135135
"296","lose","Verb",3.92339946615872,"1",-0.307692307692308,NA
"297","music","Noun",3.88846031803539,"1",0.363636363636364,2.5
"298","minute","Noun",4.28449841082805,"1",1.07142857142857,2.323529412
"299","week","Noun",4.08511211326684,"1",-0.461538461538462,NA
"300","book","Noun",3.95554344245974,"1",0.090909091,2.148148148
"301","ass","Noun",4.06243155316261,"1",NA,3.916666667
"302","trust","Verb",3.95846831836694,"1",0.2,2.257142857
"303","king","Noun",3.8190830757437,"1",0.75,2
"304","damn","Adjective",4.16019832611657,"1",NA,3
"305","small","Adjective",3.80441205913771,"1",1.92307692307692,1.769230769
"306","earth","Noun",3.70543604658525,"1",0.142857142857143,2.392857143
"307","lady","Noun",4.04422607711268,"1",-0.076923077,2.553191489
"308","few","Determiner",4.18735148222346,"1",2.5,NA
"309","answer","Verb",3.95361474169064,"1",0.5625,2.175
"310","black","Adjective",3.93277807006055,"1",1.19047619,NA
"311","past","Noun",3.80023578932735,"1",1.21428571428571,2.032258065
"312","hate","Verb",4.03921576590395,"1",1.4375,1.44
"313","stupid","Adjective",3.97340497441006,"1",1.72727272727273,2.366666667
"314","gun","Noun",4.03638932866569,"1",0.5,1.44
"315","plan","Noun",3.87116413280295,"1",-0.0769230769230769,NA
"316","dog","Noun",3.99281852006668,"1",1.272727273,NA
"317","dinner","Noun",4.01439451627354,"1",0.263157895,2.243243243
"318","clear","Adjective",3.94270236888867,"1",0.230769230769231,2
"319","top","Noun",3.83289194475979,"1",1.090909091,2.25
"320","return","Verb",3.6699673699085,"1",NA,2
"321","law","Noun",3.77327434833745,"1",NA,1.733333333
"322","win","Verb",3.83683028648888,"1",0.428571428571429,2.055555556
"323","felt","Verb",3.78618334556763,"1",0.928571428571429,NA
"324","safe","Adjective",3.86356076452624,"1",0.5625,2.130434783
"325","five","Number",4.16313154603495,"1",0.769230769230769,2.037037037
"326","sound","Verb",3.86415495600203,"1",0.833333333333333,2.375
"327","white","Adjective",3.9417598138147,"1",0.5,2.08
"328","sit","Verb",4.20085049809108,"1",0.866666667,NA
"329","boss","Noun",3.80208925788173,"1",-0.25,2.296296296
"330","write","Verb",3.81077001123436,"1",1.181818182,NA
"331","special","Adjective",3.87955460093897,"1",NA,2.205882353
"332","drive","Verb",3.89270663780567,"1",0.230769231,2.264705882
"333","each","Pronoun",4.11116165957759,"1",0.666666667,NA
"334","honey","Noun",4.18542882122067,"1",1.64285714285714,2.527777778
"335","sick","Adjective",3.92623952104586,"1",2,1.846153846
"336","catch","Verb",3.83960372947084,"1",0.461538462,1.975
"337","poor","Adjective",3.81848982220421,"1",-1.2,1.636363636
"338","future","Noun",3.72255166200096,"1",1.07142857142857,2.422222222
"339","street","Noun",3.878406887581,"1",-0.181818182,1.886363636
"340","hair","Noun",3.89387267879508,"1",-0.416666667,NA
"341","dream","Noun",3.83244504117411,"1",0.642857142857143,2.655172414
"342","hello","Interjection",4.47506071370201,"1",2.1,NA
"343","beat","Verb",3.82717534829869,"1",NA,2.184210526
"344","piece","Noun",3.80277372529198,"1",0.8,2.161290323
"345","high","Adjective",3.99764845489621,"1",2.636363636,2.611111111
"346","shoot","Verb",3.92495088891561,"1",2.6,1.838709677
"347","uncle","Noun",3.80126647048962,"1",0.166666667,2.448275862
"348","lord","Noun",3.84800427149727,"1",NA,2.258064516
"349","fast","Adverb",3.84577996711189,"1",2.166666667,NA
"350","control","Noun",3.82366981326814,"1",NA,1.928571429
"351","touch","Verb",3.87708325665065,"1",0.823529412,2.189189189
"352","murder","Noun",3.75724415102197,"1",0.0714285714285714,NA
"353","promise","Verb",3.8926510338773,"1",NA,2.3125
"354","land","Noun",3.65272969606925,"1",-0.8,2.225
"355","throw","Verb",3.81763146719052,"1",0.785714286,2.15
"356","cool","Adjective",3.99960895897142,"1",2.21428571428571,2.464285714
"357","hot","Adjective",3.98600993185326,"1",2,NA
"358","fall","Verb",3.78139630519679,"1",1.533333333,1.972972973
"359","song","Noun",3.67933703052079,"1",-0.3,2
"360","road","Noun",3.75663610824585,"1",0.181818181818182,NA
"361","pull","Verb",3.8733206018154,"1",2.083333333,2
"362","clean","Adjective",3.79126948091027,"1",0.923076923076923,2.146341463
"363","follow","Verb",3.79823617636794,"1",0.142857142857143,NA
"364","bet","Verb",3.94270236888867,"1",NA,1.863636364
"365","welcome","Verb",3.96099370894234,"1",1.38461538461538,2.393939394
"366","act","Verb",3.74554320199802,"1",NA,2.322580645
"367","excuse","Verb",4.27355681352984,"1",NA,2.151515152
"368","state","Noun",3.74044164494977,"1",0.0714285714285714,1.939393939
"369","date","Noun",3.85847704181334,"1",NA,2.34
"370","dance","Verb",3.87800447026803,"1",0.153846154,2.612903226
"371","cold","Adjective",3.82210266864692,"1",1.5,1.96969697
"372","sell","Verb",3.67265192284,"1",NA,1.90625
"373","straight","Adverb",3.79553244271015,"1",0.357142857142857,NA
"374","ship","Noun",3.70277507790104,"1",0.8,2.194444444
"375","voice","Noun",3.64295887940979,"1",0,2.066666667
"376","drop","Verb",3.82360462835516,"1",1.071428571,2.066666667
"377","born","Verb",3.63032615480395,"1",-0.818181818181818,NA
"378","class","Noun",3.77713671250417,"1",NA,2.5
"379","lie","Verb",3.78774377164647,"1",-0.636363636363636,1.757575758
"380","sense","Noun",3.82756311125472,"1",NA,2.175
"381","worry","Verb",4.16551141078555,"1",0.461538461538462,2.043478261
"382","pick","Verb",4.00513759590886,"1",2.076923077,2.090909091
"383","film","Noun",3.52231379515667,"1",NA,2.12
"384","red","Adjective",3.87806198129001,"1",1.833333333,2.235294118
"385","secret","Noun",3.74710093136499,"1",NA,2.071428571
"386","strong","Adjective",3.64650175003161,"1",1.4,NA
"387","master","Noun",3.64845759428252,"1",1.57142857142857,2.311111111
"388","pain","Noun",3.6986224297021,"1",0.230769230769231,1.393939394
"389","hi","Interjection",4.45431118814757,"1",0.8,NA
"390","air","Noun",3.85070748537454,"1",1.3,2.088235294
"391","hang","Verb",3.87714088978482,"1",0,NA
"392","clothes","Noun",3.71256552787331,"1",NA,2
"393","bitch","Noun",3.93500315145365,"1",NA,2.5
"394","finish","Verb",3.70294724618156,"1",0.181818182,2
"395","wear","Verb",3.74640064449156,"1",NA,2.185185185
"396","round","Adjective",3.53071183798166,"1",2.78571428571429,2.4
"397","sweet","Adjective",3.86958370771342,"1",1.25,2.6875
"398","lead","Verb",3.62808226099068,"1",-0.307692307692308,2.3
"399","ride","Noun",3.83916368291465,"1",1.166666667,2.392857143
"400","near","Preposition",3.62726341656822,"1",0.538461538461538,NA
"401","step","Verb",3.78197067391255,"1",NA,1.970588235
"402","feet","Noun",3.78943968456718,"1",0.357142857,NA
"403","expect","Verb",3.72427586960079,"1",-0.75,NA
"404","strange","Adjective",3.64434009882632,"1",0.5,NA
"405","six","Number",4.0076197745174,"1",NA,1.970588235
"406","evening","Noun",3.78929861115944,"1",0.1,NA
"407","dude","Noun",3.70517924487368,"1",NA,3.466666667
"408","dark","Adjective",3.65513843481138,"1",1.181818182,2.409090909
"409","coffee","Noun",3.86758532654704,"1",1.3,2.325581395
"410","mouth","Noun",3.72640116210292,"1",1.333333333,2.5
"411","court","Noun",3.71079409993033,"1",0.0666666666666667,NA
"412","letter","Noun",3.62469453127208,"1",-0.363636363636364,2.315789474
"413","train","Noun",3.68565218411552,"1",-0.090909091,2.166666667
"414","fear","Noun",3.54703589974001,"1",0.833333333333333,1.777777778
"415","group","Noun",3.57553421831986,"1",NA,2.125
"416","table","Noun",3.73142758705095,"1",-0.125,2.419354839
"417","mad","Adjective",3.76230336328777,"1",0.733333333,NA
"418","hotel","Noun",3.72139837552151,"1",NA,2.25
"419","sun","Noun",3.55071742346928,"1",-0.090909091,NA
"420","none","Pronoun",3.75143308181935,"1",0.833333333,NA
"421","area","Noun",3.58229068271899,"1",-0.214285714285714,NA
"422","sing","Verb",3.69705489227257,"1",1.7,NA
"423","middle","Noun",3.65801139665711,"1",NA,2.323529412
"424","offer","Verb",3.58103894877217,"1",0.0769230769230769,NA
"425","boat","Noun",3.68895346263742,"1",1.142857143,2.536585366
"426","kiss","Verb",3.79098847508882,"1",1.25,2.666666667
"427","cover","Verb",3.68205477707381,"1",0.428571429,2.285714286
"428","charge","Noun",3.65896484266443,"1",2.3,2.277777778
"429","army","Noun",3.64058080648965,"1",-0.545454545454545,1.96969697
"430","visit","Verb",3.47625179600703,"1",NA,2.228571429
"431","handle","Verb",3.7427251313047,"1",NA,2
"432","choice","Noun",3.69688037168276,"1",NA,2.121212121
"433","blow","Verb",3.69696764074402,"1",1.363636364,2.594594595
"434","prison","Noun",3.52750101098112,"1",0.866666666666667,1.676470588
"435","share","Verb",3.5497387312649,"1",-0.444444444,2.058823529
"436","hurry","Verb",3.9472866446778,"1",0.75,2.210526316
"437","join","Verb",3.62900161928699,"1",0,NA
"438","box","Noun",3.66067578833852,"1",0.5625,NA
"439","list","Noun",3.61394747678035,"1",NA,2.323529412
"440","chief","Noun",3.5992278627738,"1",NA,2.214285714
"441","eye","Noun",3.75602721297344,"1",1,2.033333333
"442","message","Noun",3.66913084737333,"1",NA,1.795454545
"443","bag","Noun",3.6809697184659,"1",1.09090909090909,2.636363636
"444","lunch","Noun",3.72517630141914,"1",0.5,2.424242424
"445","short","Adjective",3.64028262969668,"1",2.42857142857143,2.08
"446","space","Noun",3.52762990087134,"1",NA,1.945945946
"447","ground","Noun",3.56784945057311,"1",NA,2.026315789
"448","peace","Noun",3.55035067230162,"1",1.2,NA
"449","hide","Verb",3.55083960506578,"1",1.142857143,2.205882353
"450","fish","Noun",3.62930764007375,"1",0.0714285714285714,NA
"451","bar","Noun",3.6420686273415,"1",NA,2.37037037
"452","rich","Adjective",3.61288976928748,"1",NA,2.6
